sample_id,label,language_type,source_dataset,generator,split,duration,codec,sha256,group_id,path
cv_hi_02398,real,Hindi,CommonVoice_Hindi_26.0,,train,9.828,WAV/PCM_16,eec9fd768607b1a16be5e946b842742e6eac342e732c7f82154dd05a4495a337,d4842ad750483708,data/processed/v1_16k/cv_hi_02398.wav
cv_hi_02399,real,Hindi,CommonVoice_Hindi_26.0,,train,3.096,WAV/PCM_16,fd56d508ee7e02359951a1336dcad5bbc2d44ce34585fcf07d6e7f4e27916411,0374545910abc566,data/processed/v1_16k/cv_hi_02399.wav
cv_hi_02400,real,Hindi,CommonVoice_Hindi_26.0,,train,5.544,WAV/PCM_16,b4266c58bbd07bd8011675b36b92a7d18ced58bc5345601ebf580dcf4f13004d,9a3187738087463d,data/processed/v1_16k/cv_hi_02400.wav
cv_hi_02401,real,Hindi,CommonVoice_Hindi_26.0,,train,6.3,WAV/PCM_16,91737686827b53949f1df5e6ec002978f0aabb32b81980c2711e71144f844edc,82beccbc2154785c,data/processed/v1_16k/cv_hi_02401.wav
cv_hi_02402,real,Hindi,CommonVoice_Hindi_26.0,,test,4.068,WAV/PCM_16,a2479d9a0d54d2ca0a5a1bdec5404e795c907c45ecac0c78ced005dcb9eea380,ed385c5b04af05d9,data/processed/v1_16k/cv_hi_02402.wav
cv_hi_02403,real,Hindi,CommonVoice_Hindi_26.0,,train,3.24,WAV/PCM_16,d66c112ad341d081a20c75a4accc4b9f6ade7e2337ff784b8e1a323d034e2cd7,49201106b56c9636,data/processed/v1_16k/cv_hi_02403.wav
cv_hi_02404,real,Hindi,CommonVoice_Hindi_26.0,,train,6.024,WAV/PCM_16,6df59996b189cbf650b34f5b518cde72352e0df27e3e513f702ddf1403ec498d,0374545910abc566,data/processed/v1_16k/cv_hi_02404.wav
cv_hi_02405,real,Hindi,CommonVoice_Hindi_26.0,,test,4.032,WAV/PCM_16,2c8aabe3c2730f55ba7e7689982a2aa1a01577436300785205f60ad42a828f95,eb74d54da73c82a7,data/processed/v1_16k/cv_hi_02405.wav
cv_hi_02406,real,Hindi,CommonVoice_Hindi_26.0,,train,6.876,WAV/PCM_16,3842be19da5afd72d669a612c9bacf969aa3240688d8902ee5d68460f69cb2e0,a184bc485eb145fd,data/processed/v1_16k/cv_hi_02406.wav
cv_hi_02407,real,Hindi,CommonVoice_Hindi_26.0,,train,5.256,WAV/PCM_16,2e372cf4f0d771ebb063f9e76862ae0d805bfc88383c24fb748325c9ddfd7c4c,985539e8dadcd6fd,data/processed/v1_16k/cv_hi_02407.wav
cv_hi_02408,real,Hindi,CommonVoice_Hindi_26.0,,train,7.56,WAV/PCM_16,13bd8602fb916d7ba83e008888510fdb713716e7b9dbda9103623df235205ae6,9afe60abbeef7864,data/processed/v1_16k/cv_hi_02408.wav
cv_hi_02409,real,Hindi,CommonVoice_Hindi_26.0,,train,3.144,WAV/PCM_16,302652b603c63dcc450b8df9a0ce0ed686876ef01a1294b2d2f0f7381703a1c4,d965566d77321800,data/processed/v1_16k/cv_hi_02409.wav
cv_hi_02410,real,Hindi,CommonVoice_Hindi_26.0,,validation,2.736,WAV/PCM_16,bf13663630ecf614cc0a057d72e05b9aa20ef30ddd29e7cd38546b01f1b2cca0,6fa560caacf70b02,data/processed/v1_16k/cv_hi_02410.wav
cv_hi_02411,real,Hindi,CommonVoice_Hindi_26.0,,test,6.408,WAV/PCM_16,505c110a1b4dd07a2b8ab4f99177fa1bfbed796393096c09a7ea01ed261dcceb,ec179470f73990d8,data/processed/v1_16k/cv_hi_02411.wav
cv_hi_02412,real,Hindi,CommonVoice_Hindi_26.0,,train,3.384,WAV/PCM_16,706dee02b3ddc33d532fe4467ef00b291ac1bcccf1fad884a6575487d66bc92a,fccd302e523aa79a,data/processed/v1_16k/cv_hi_02412.wav
cv_hi_02413,real,Hindi,CommonVoice_Hindi_26.0,,validation,2.736,WAV/PCM_16,6afcefb560a25f327f1fd504440e886d9a80db2580048ba21b1cbf4a8c871b1a,da9290cfa6997d15,data/processed/v1_16k/cv_hi_02413.wav
cv_hi_02414,real,Hindi,CommonVoice_Hindi_26.0,,test,7.308,WAV/PCM_16,c3c500825910aedcbc7961a831a8391368aa8cf0b162d65fc86763c93efacc35,5d7e1db3c0758ad7,data/processed/v1_16k/cv_hi_02414.wav
cv_hi_02415,real,Hindi,CommonVoice_Hindi_26.0,,train,5.22,WAV/PCM_16,6a481d3d04557405280814544bb360b496d700e6ef904871fcb8ea0eebb876ab,038325e5babc73c2,data/processed/v1_16k/cv_hi_02415.wav
cv_hi_02416,real,Hindi,CommonVoice_Hindi_26.0,,train,5.688,WAV/PCM_16,44afca497420f37f6d0a93e5c1b0d17f34d7e912f712b3d634bc8e4eb8a477af,8e12799b11e76a7e,data/processed/v1_16k/cv_hi_02416.wav
cv_hi_02417,real,Hindi,CommonVoice_Hindi_26.0,,train,4.464,WAV/PCM_16,5a23181349d847d7980bcf3905b30dbe556f5044ebbe8a59e9a72f35063a092a,9a3187738087463d,data/processed/v1_16k/cv_hi_02417.wav
cv_hi_02418,real,Hindi,CommonVoice_Hindi_26.0,,train,2.664,WAV/PCM_16,f4674c89feaec9a479bdb2f96227ee6304e96e790c6a9e3a1cc20bfc13e23a48,5e12118ff3d54643,data/processed/v1_16k/cv_hi_02418.wav
cv_hi_02419,real,Hindi,CommonVoice_Hindi_26.0,,train,5.436,WAV/PCM_16,580b5900fd7a31ba6a112d802cad67f184f885f27d48b7dfa6e08aee30659181,8e12799b11e76a7e,data/processed/v1_16k/cv_hi_02419.wav
cv_hi_02420,real,Hindi,CommonVoice_Hindi_26.0,,test,2.352,WAV/PCM_16,583fd295da6d56afac143143babc3c4957cedd32f914090c1cf8c929404cd63f,4790116d688939f0,data/processed/v1_16k/cv_hi_02420.wav
cv_hi_02421,real,Hindi,CommonVoice_Hindi_26.0,,train,4.176,WAV/PCM_16,bf1817ffcd8a0d45c6f95bc7afc30c7caf2570449f92acc31bd16242607082c0,cd17bedf812fd6a7,data/processed/v1_16k/cv_hi_02421.wav
cv_hi_02422,real,Hindi,CommonVoice_Hindi_26.0,,train,6.696,WAV/PCM_16,1fbe4e3d2676a6b350fe3f4b95ec79b786365951f23c2d823658da76f58479b9,b0fd70fb22eefe28,data/processed/v1_16k/cv_hi_02422.wav
cv_hi_02423,real,Hindi,CommonVoice_Hindi_26.0,,train,7.632,WAV/PCM_16,4ecc05a4d4c4c6f3e2840569c5d2fd723febe8d924b0cc52d76ac6e0e6708a88,a94cad67e15a2b6f,data/processed/v1_16k/cv_hi_02423.wav
cv_hi_02424,real,Hindi,CommonVoice_Hindi_26.0,,train,5.22,WAV/PCM_16,32db9088f96c13e55d52edbdd172d8f6806ba0437643b93ade86ad979e928111,82beccbc2154785c,data/processed/v1_16k/cv_hi_02424.wav
cv_hi_02425,real,Hindi,CommonVoice_Hindi_26.0,,train,5.292,WAV/PCM_16,b780c89573f10383b558f2565bee8d413a5d573354194b4f68a500e2ff37a6d1,a4441c8409e4176e,data/processed/v1_16k/cv_hi_02425.wav
cv_hi_02426,real,Hindi,CommonVoice_Hindi_26.0,,train,3.852,WAV/PCM_16,e40cca5b489ec937cb3dcfe1c3571e5f3ffb69bf95ba96fc8f823dd53b26591f,b9fd6e41debe8993,data/processed/v1_16k/cv_hi_02426.wav
cv_hi_02427,real,Hindi,CommonVoice_Hindi_26.0,,train,7.992,WAV/PCM_16,0ac583d922721c7b22ea6db37524bae89974cb4085bdca17c7ed14cc6972f751,127c60c1237de94f,data/processed/v1_16k/cv_hi_02427.wav
cv_hi_02428,real,Hindi,CommonVoice_Hindi_26.0,,train,3.888,WAV/PCM_16,7ba80d13299182e3b1e7e1b0b4c0ba9a04f44397bb51fb9b588a5e2b34ece088,05bbf8e8ecf17384,data/processed/v1_16k/cv_hi_02428.wav
cv_hi_02429,real,Hindi,CommonVoice_Hindi_26.0,,train,3.204,WAV/PCM_16,ee2f04a84d0fa6de9cdbfe47c9cdedd6bae77b98180eb5c63b8c861fd9282213,b9fd6e41debe8993,data/processed/v1_16k/cv_hi_02429.wav
cv_hi_02430,real,Hindi,CommonVoice_Hindi_26.0,,train,7.596,WAV/PCM_16,02fcc33f513c4408ae99a365b464af84fc7b7190501e6291fbb3686fe0da8e1a,e5aef4c243906219,data/processed/v1_16k/cv_hi_02430.wav
cv_hi_02431,real,Hindi,CommonVoice_Hindi_26.0,,validation,5.544,WAV/PCM_16,5003360c3ea7ecd33c392171945bf43b5cd6e2db0d6810be984ac9368ec69dfb,16e4a9df2aacaf24,data/processed/v1_16k/cv_hi_02431.wav
cv_hi_02432,real,Hindi,CommonVoice_Hindi_26.0,,train,5.328,WAV/PCM_16,1d0e099b99c58705ebf685ee36fee6cf316a1421b8d2c91e6b0be7e6fecdbf16,95c3fab934cc7f96,data/processed/v1_16k/cv_hi_02432.wav
cv_hi_02433,real,Hindi,CommonVoice_Hindi_26.0,,train,7.488,WAV/PCM_16,3b5f5fa50279e7f91b085a0bab962d3f4ee8f25f758bd611a9288cb7f55264b5,336fd24b31a15182,data/processed/v1_16k/cv_hi_02433.wav
cv_hi_02434,real,Hindi,CommonVoice_Hindi_26.0,,train,4.68,WAV/PCM_16,5c4f6b3a2d50e8083ab40ffa13aca183425e5ccde30aa0fc39c239c49c00d251,97aebb372c03cfb4,data/processed/v1_16k/cv_hi_02434.wav
cv_hi_02435,real,Hindi,CommonVoice_Hindi_26.0,,train,4.068,WAV/PCM_16,67e885b565f7f9d77ed7037ec11c8cc552ed35e98e99bc17bf4c395eab5044a2,cd17bedf812fd6a7,data/processed/v1_16k/cv_hi_02435.wav
cv_hi_02436,real,Hindi,CommonVoice_Hindi_26.0,,train,5.76,WAV/PCM_16,abfc1c112ff2bfe47b05f6ee72959f689e0a360c2081341f055de7991130bcdb,1ceb7df58ef49b1a,data/processed/v1_16k/cv_hi_02436.wav
cv_hi_02437,real,Hindi,CommonVoice_Hindi_26.0,,train,5.58,WAV/PCM_16,e4a515512b46846a47584a6a80456aef9d13167daadd2ffec60716cbec7fbea4,a184bc485eb145fd,data/processed/v1_16k/cv_hi_02437.wav
cv_hi_02438,real,Hindi,CommonVoice_Hindi_26.0,,train,5.796,WAV/PCM_16,73535d01e6421ab7fcf01a79f0930eea7b9f6a2b7f026701a8640bc3edff0d4d,871e4a9d00ba4ca4,data/processed/v1_16k/cv_hi_02438.wav
cv_hi_02439,real,Hindi,CommonVoice_Hindi_26.0,,validation,6.216,WAV/PCM_16,2bd9a931092c223b44cae283cc1ee577bf5a2d231dad91ba89cdcc86a9d19777,16e4a9df2aacaf24,data/processed/v1_16k/cv_hi_02439.wav
cv_hi_02440,real,Hindi,CommonVoice_Hindi_26.0,,train,3.708,WAV/PCM_16,91a7c5bfa1b3ff519823b90471d88f329e83c8793a304b79c3edf71a30a36405,a0f323962ee08fcc,data/processed/v1_16k/cv_hi_02440.wav
cv_hi_02441,real,Hindi,CommonVoice_Hindi_26.0,,validation,5.724,WAV/PCM_16,5942e9d60368bb06469b237142f4370324ea02011b3ef1c2ca3fab53b131b05d,d892d98e2d8874ea,data/processed/v1_16k/cv_hi_02441.wav
cv_hi_02442,real,Hindi,CommonVoice_Hindi_26.0,,train,4.788,WAV/PCM_16,61cf3c562fe996e69983a465182a8b5d7a292fee61af8c226efd01dacd689916,0778a7681c67fd8b,data/processed/v1_16k/cv_hi_02442.wav
cv_hi_02443,real,Hindi,CommonVoice_Hindi_26.0,,train,4.788,WAV/PCM_16,69ad727167a6dbd53069305e5d9e4667499325aa76172acb7d91ba9744d266f5,58d646810ccc9fe1,data/processed/v1_16k/cv_hi_02443.wav
cv_hi_02444,real,Hindi,CommonVoice_Hindi_26.0,,train,4.392,WAV/PCM_16,7de5739a06ea912b4208471401b53d459b7955fdd2ab500453a19fe9f6c7184d,2e409cc095588953,data/processed/v1_16k/cv_hi_02444.wav
cv_hi_02445,real,Hindi,CommonVoice_Hindi_26.0,,train,4.356,WAV/PCM_16,c30e0be2622e30b6581de36afde33be9efa789a3923765e4b6765becc700cf93,6108526fd72e363e,data/processed/v1_16k/cv_hi_02445.wav
cv_hi_02446,real,Hindi,CommonVoice_Hindi_26.0,,train,7.848,WAV/PCM_16,c6928ac26ca4d350929d3738048cff8f8b7752de7eed0e65a170cec49c6eeafb,e73211e40922df7f,data/processed/v1_16k/cv_hi_02446.wav
cv_hi_02447,real,Hindi,CommonVoice_Hindi_26.0,,validation,6.024,WAV/PCM_16,710f89971674107821e634847e48595ee06ad09c52199d6d910469d4cc7610d8,40c06a60f4bec006,data/processed/v1_16k/cv_hi_02447.wav
cv_hi_02448,real,Hindi,CommonVoice_Hindi_26.0,,train,3.888,WAV/PCM_16,8d28af1b959d54d9584016dd4dfd18087d82d64099708b06a3b98ea90b28a1a9,a0f323962ee08fcc,data/processed/v1_16k/cv_hi_02448.wav
cv_hi_02449,real,Hindi,CommonVoice_Hindi_26.0,,train,4.32,WAV/PCM_16,6d43b0a7ba4da79e9080c12824da1d341a9d01d6092aae79f65ed95ae922bd09,09faf0d911967e34,data/processed/v1_16k/cv_hi_02449.wav
cv_hi_02450,real,Hindi,CommonVoice_Hindi_26.0,,train,4.5,WAV/PCM_16,f87774bcef13f8ef7034a5cb11d0632c19e6de8f9ea6c25dd47502f3346bd520,67d034c776d60d09,data/processed/v1_16k/cv_hi_02450.wav
cv_hi_02451,real,Hindi,CommonVoice_Hindi_26.0,,test,5.328,WAV/PCM_16,d4830f8420ad635c7788cc351203f80e6c636e14b5f6381eec8db499335b8df0,ced08e397ddc0963,data/processed/v1_16k/cv_hi_02451.wav
cv_hi_02452,real,Hindi,CommonVoice_Hindi_26.0,,train,5.544,WAV/PCM_16,6c3cf26ed4a5cfbcb250f7746c6cc5933d813af0d1f678c830eb7f2e4da5fdc4,14df012504836ee6,data/processed/v1_16k/cv_hi_02452.wav
cv_hi_02453,real,Hindi,CommonVoice_Hindi_26.0,,train,5.076,WAV/PCM_16,a2c7e31f3bac1bf4a37bb513d1b7ea60e54408edf59e04f0ab543ca0a8550d95,862ccba56a2b9552,data/processed/v1_16k/cv_hi_02453.wav
cv_hi_02454,real,Hindi,CommonVoice_Hindi_26.0,,validation,3.42,WAV/PCM_16,458f189d78426546775556f454e2bd799044dece30067ea50317aa84d882bce8,cb8f16ddbe2351ae,data/processed/v1_16k/cv_hi_02454.wav
cv_hi_02455,real,Hindi,CommonVoice_Hindi_26.0,,train,2.736,WAV/PCM_16,530d150776d16d7a9bfa91b209114621190da110674348fa001d617767e86aa0,4b1a18b30ea4c6ed,data/processed/v1_16k/cv_hi_02455.wav
cv_hi_02456,real,Hindi,CommonVoice_Hindi_26.0,,test,6.696,WAV/PCM_16,6cf24b4474cc4c11f693a7b5c76634da5e4b8088d26c4fd1132a4bdcc999fbdf,be52e4dafc53a0b5,data/processed/v1_16k/cv_hi_02456.wav
cv_hi_02457,real,Hindi,CommonVoice_Hindi_26.0,,train,7.596,WAV/PCM_16,bb9aa550ae57df25be3326e4ebedd85515c6c8e7ef67c7c41235bdea685ad790,82beccbc2154785c,data/processed/v1_16k/cv_hi_02457.wav
cv_hi_02458,real,Hindi,CommonVoice_Hindi_26.0,,train,4.5,WAV/PCM_16,9dff78c2236883e0df1dda363122a738d1fc285df29e877150572229c8604ebf,c70b270a430091a2,data/processed/v1_16k/cv_hi_02458.wav
cv_hi_02459,real,Hindi,CommonVoice_Hindi_26.0,,validation,5.76,WAV/PCM_16,e4475e1a522e71a81f86f38de3682c57838f3abdec1e73881911f46832e96065,d516dce6726a2022,data/processed/v1_16k/cv_hi_02459.wav
cv_hi_02460,real,Hindi,CommonVoice_Hindi_26.0,,train,2.808,WAV/PCM_16,9ffe456fbf10892d1bb9b920a3c7a28cdd62aeddbde2062586b9838ab1222177,49201106b56c9636,data/processed/v1_16k/cv_hi_02460.wav
cv_hi_02461,real,Hindi,CommonVoice_Hindi_26.0,,train,4.176,WAV/PCM_16,fdffcf6f0504fa1f3eb5e7f1d01b6d6ffa304a0190b08dc5ccc5708c242437e8,a08058878ff89f61,data/processed/v1_16k/cv_hi_02461.wav
cv_hi_02462,real,Hindi,CommonVoice_Hindi_26.0,,train,5.868,WAV/PCM_16,27a414762098c04e13a1c517a669a49d83db624e88febf1c4f1282152872d77c,c365e92b7e117de1,data/processed/v1_16k/cv_hi_02462.wav
cv_hi_02463,real,Hindi,CommonVoice_Hindi_26.0,,train,3.888,WAV/PCM_16,ad8245d808220ee665f73d28e6c76149bac0c96a1b711201fed8f33f971bbcf3,cbc836527982bf4c,data/processed/v1_16k/cv_hi_02463.wav
cv_hi_02464,real,Hindi,CommonVoice_Hindi_26.0,,train,4.536,WAV/PCM_16,24e25f15005dda8015ac1f059727e9d69eaea2ad4c83d42db31df0d1ff3cb9b9,c0ec86d2551d4397,data/processed/v1_16k/cv_hi_02464.wav
cv_hi_02465,real,Hindi,CommonVoice_Hindi_26.0,,test,4.428,WAV/PCM_16,08bc108a70edfed979c47eae6ed16c99508541d87b03bd99d5e2f64db65e76f8,eb74d54da73c82a7,data/processed/v1_16k/cv_hi_02465.wav
cv_hi_02466,real,Hindi,CommonVoice_Hindi_26.0,,validation,4.776,WAV/PCM_16,ae44e85a16b5bf4317dfda9aa1daec00c4aa6e606c183cea780e9b97ed12e16d,40c06a60f4bec006,data/processed/v1_16k/cv_hi_02466.wav
cv_hi_02467,real,Hindi,CommonVoice_Hindi_26.0,,test,2.496,WAV/PCM_16,de1c44ecad0cd3b8942816da2a6e541ee612cb9e0cb110fb648b05a85ff7d2f9,d26e503988fdb0d4,data/processed/v1_16k/cv_hi_02467.wav
cv_hi_02468,real,Hindi,CommonVoice_Hindi_26.0,,train,3.384,WAV/PCM_16,b2c2929709cc1f66edd059964d883e8beab8d881863a4440f5295d022ab423a1,fabe842ebed0330e,data/processed/v1_16k/cv_hi_02468.wav
cv_hi_02469,real,Hindi,CommonVoice_Hindi_26.0,,validation,6.228,WAV/PCM_16,e908d0b2710279097efda066a5d0f6752838d59ceb55c87f26c7e518697e843c,f7a090486b974de1,data/processed/v1_16k/cv_hi_02469.wav
cv_hi_02470,real,Hindi,CommonVoice_Hindi_26.0,,validation,5.688,WAV/PCM_16,8bc6effe48dbe9d6050a70b01826cceecb22db9b291cddb367c003841fa555c4,de39fbb3948cd271,data/processed/v1_16k/cv_hi_02470.wav
cv_hi_02471,real,Hindi,CommonVoice_Hindi_26.0,,train,4.68,WAV/PCM_16,41fb4e7785b23833769b6cf01b7a45880f08832eedcb1b3e14c763e3fcca1451,c3fc8f09ef889b50,data/processed/v1_16k/cv_hi_02471.wav
cv_hi_02472,real,Hindi,CommonVoice_Hindi_26.0,,train,2.88,WAV/PCM_16,acc0cb0eec4d22bd7fc93018a81249f70a53d13f3e780162e4846560de059eda,e274594b4f15563e,data/processed/v1_16k/cv_hi_02472.wav
cv_hi_02473,real,Hindi,CommonVoice_Hindi_26.0,,validation,8.028,WAV/PCM_16,5a6eff6b51f720bcb0adb50d562a8cf58eae6b0aeeae586c4d91273a8243a61b,507e67cc8a775a7b,data/processed/v1_16k/cv_hi_02473.wav
cv_hi_02474,real,Hindi,CommonVoice_Hindi_26.0,,train,5.436,WAV/PCM_16,ee24b36f26667e8748953efbb80e8efd2d04cd460c1c09f472c398748042afef,45d8cac7fddcae47,data/processed/v1_16k/cv_hi_02474.wav
cv_hi_02475,real,Hindi,CommonVoice_Hindi_26.0,,test,6.048,WAV/PCM_16,9bf4bc74887f84c8340febbf5efd99078d5916f833bdc22da2205870f2265688,0c6d11511c1c1dae,data/processed/v1_16k/cv_hi_02475.wav
cv_hi_02476,real,Hindi,CommonVoice_Hindi_26.0,,validation,4.248,WAV/PCM_16,30f6a51854dfe6754fad827b8a16cfe89f340885296760ddcf7e738186e6728f,d516dce6726a2022,data/processed/v1_16k/cv_hi_02476.wav
cv_hi_02477,real,Hindi,CommonVoice_Hindi_26.0,,train,6.408,WAV/PCM_16,0bfbacde1b2f8e8a967feed1b396109b119d2de4412a51c364f03c742126b740,a720801cc2dd7d4a,data/processed/v1_16k/cv_hi_02477.wav
cv_hi_02478,real,Hindi,CommonVoice_Hindi_26.0,,train,5.58,WAV/PCM_16,8f641c4a4ecb246b620b71d314be8f1996d3dfe4ca2a3edd9d9e7bd60e7d59fd,a720801cc2dd7d4a,data/processed/v1_16k/cv_hi_02478.wav
cv_hi_02479,real,Hindi,CommonVoice_Hindi_26.0,,train,8.676,WAV/PCM_16,aa4a8724405246c62264b5307370532befda8eafec05a5b75427106ebddfdc75,f3867c69efbfa3be,data/processed/v1_16k/cv_hi_02479.wav
cv_hi_02480,real,Hindi,CommonVoice_Hindi_26.0,,train,6.048,WAV/PCM_16,7bedf08b9f0717beb51dc001e34ef8e682f63c2e0e023e382e77a738299472a2,58d646810ccc9fe1,data/processed/v1_16k/cv_hi_02480.wav
cv_hi_02481,real,Hindi,CommonVoice_Hindi_26.0,,train,5.076,WAV/PCM_16,dfeed489f2b34f6100609d364adf45e37916ddeac36e4905e995e80daabf494f,f5fc6c3213d407d9,data/processed/v1_16k/cv_hi_02481.wav
cv_hi_02482,real,Hindi,CommonVoice_Hindi_26.0,,train,3.096,WAV/PCM_16,8874a1fea08e4d8ee5a133fbb00bd3bd05056b3d988a56324af78a1178553067,21b4d7573780de15,data/processed/v1_16k/cv_hi_02482.wav
cv_hi_02483,real,Hindi,CommonVoice_Hindi_26.0,,train,3.276,WAV/PCM_16,d58c8d49dfd48fd6dbcfb54d6752d6dce9076bfd09fb7fb6ddbfad13bf75b3f7,697ad752cba2fca1,data/processed/v1_16k/cv_hi_02483.wav
cv_hi_02484,real,Hindi,CommonVoice_Hindi_26.0,,validation,2.88,WAV/PCM_16,2f735c2c62f57fcefc960ca6c091509430008d0bcb15c8032cc9c631033f36c5,cb8f16ddbe2351ae,data/processed/v1_16k/cv_hi_02484.wav
cv_hi_02485,real,Hindi,CommonVoice_Hindi_26.0,,train,2.268,WAV/PCM_16,d36ecfb86b81fc7afa7b422fb82fa458369b1368c523af4a59372d458cc27cff,2e409cc095588953,data/processed/v1_16k/cv_hi_02485.wav
cv_hi_02486,real,Hindi,CommonVoice_Hindi_26.0,,test,6.84,WAV/PCM_16,d568b06cd653e601a92a680decfb4457fbfda3e8fc22a12f20743d9f9ed139ee,9fa69016a63437ff,data/processed/v1_16k/cv_hi_02486.wav
cv_hi_02487,real,Hindi,CommonVoice_Hindi_26.0,,validation,4.056,WAV/PCM_16,c71ce1d7be18ed6bc2289136bd9f327d6dbf9f64728baee8e93a818c0f389c17,e5468f070c59294f,data/processed/v1_16k/cv_hi_02487.wav
cv_hi_02488,real,Hindi,CommonVoice_Hindi_26.0,,train,6.216,WAV/PCM_16,d91878d84038530d1ed675408892d22f100ab579715d09fe6c29af46a97cc336,389ef19aa2f5d788,data/processed/v1_16k/cv_hi_02488.wav
cv_hi_02489,real,Hindi,CommonVoice_Hindi_26.0,,train,3.864,WAV/PCM_16,215d9a170cd57562dd41b044304e9693bb86e715c2d9e2ded01950a77b59b805,0374545910abc566,data/processed/v1_16k/cv_hi_02489.wav
cv_hi_02490,real,Hindi,CommonVoice_Hindi_26.0,,validation,3.336,WAV/PCM_16,3be5c55dc96a98aa274cd25fc32429b9d6de283131cb796b05828a72e61c955e,e5468f070c59294f,data/processed/v1_16k/cv_hi_02490.wav
cv_hi_02491,real,Hindi,CommonVoice_Hindi_26.0,,test,3.708,WAV/PCM_16,5d805971209dcd6cb27ae6caa8394de800cdbc3cb3abc024d8b25607b388d156,2830623fcee4e882,data/processed/v1_16k/cv_hi_02491.wav
cv_hi_02492,real,Hindi,CommonVoice_Hindi_26.0,,train,3.348,WAV/PCM_16,72ff4482b739f729be1530a93c94ff3bf32235d8418585ae414a8c0d04618ef4,cbc836527982bf4c,data/processed/v1_16k/cv_hi_02492.wav
cv_hi_02493,real,Hindi,CommonVoice_Hindi_26.0,,train,6.516,WAV/PCM_16,27da6c75952bb04ae1d6c1ec39329b1e438c43d0fa8760f55d84918446b0ccb3,72d299e1a5023d6c,data/processed/v1_16k/cv_hi_02493.wav
cv_hi_02494,real,Hindi,CommonVoice_Hindi_26.0,,train,4.176,WAV/PCM_16,e47c6139cd43ef9c31ebd30094be353f74b44b0206d6756cb585a32e2f4b2384,4b1a18b30ea4c6ed,data/processed/v1_16k/cv_hi_02494.wav
cv_hi_02495,real,Hindi,CommonVoice_Hindi_26.0,,train,3.636,WAV/PCM_16,651a2fcd1432db71ec9cb7d91a5a7b85248cea318ab37b43639988be8f220e12,58d646810ccc9fe1,data/processed/v1_16k/cv_hi_02495.wav
cv_hi_02496,real,Hindi,CommonVoice_Hindi_26.0,,validation,7.128,WAV/PCM_16,6b7d62617c928408fe7e65c6ee0d62c059034e5a71b09e7d4f38562ffd7e4ac5,1352134a362ecc68,data/processed/v1_16k/cv_hi_02496.wav
cv_hi_02497,real,Hindi,CommonVoice_Hindi_26.0,,train,3.708,WAV/PCM_16,2921336fe33e429f2570c3bdae8e121c2445052e92e58a2334802c874aea1fb2,3faa5a08d585a709,data/processed/v1_16k/cv_hi_02497.wav
cv_hi_02498,real,Hindi,CommonVoice_Hindi_26.0,,train,3.996,WAV/PCM_16,7455688b62830b28c95dbf9afe75d6fc1a8cc4b152f7d8ceb67f376e90603bbc,a184bc485eb145fd,data/processed/v1_16k/cv_hi_02498.wav
cv_hi_02499,real,Hindi,CommonVoice_Hindi_26.0,,train,6.156,WAV/PCM_16,270802539e837446380c65692858473c6e0cf6bdabf2824863e0ab266a9c270d,871e4a9d00ba4ca4,data/processed/v1_16k/cv_hi_02499.wav
kb_hi_00000,real,Hindi,Kathbath,,train,4.9923,WAV/PCM_16,262ab5b5ff2fa62a8578bafbd139b366f549559ebb021958966bc35cee628048,c386681c8cc3f277,data/processed/v1_16k/kb_hi_00000.wav
kb_hi_00001,real,Hindi,Kathbath,,train,4.5976,WAV/PCM_16,81c4db787313fb970cdb967c36f74feec73262b9835495fae616277a1fa92266,59a782ad03a99ce9,data/processed/v1_16k/kb_hi_00001.wav
kb_hi_00002,real,Hindi,Kathbath,,train,5.8282,WAV/PCM_16,2cf27c9318477862ec9f7737f9f962f701032f09e9a591ee647aebb00cdbae31,e1c31892959b374a,data/processed/v1_16k/kb_hi_00002.wav
kb_hi_00003,real,Hindi,Kathbath,,train,3.483,WAV/PCM_16,4a6d97d87bd3e77f531c2f7f144c13c46bfc928b0873de28a8a8db8b821a6c18,5a0521da7de96117,data/processed/v1_16k/kb_hi_00003.wav
kb_hi_00004,real,Hindi,Kathbath,,train,3.9242,WAV/PCM_16,22ef06956e03551f9120cd925cf8d063a1e1d7ac4a9517acfcd046ff2b178e1a,6e09a8b2fc35faf9,data/processed/v1_16k/kb_hi_00004.wav
kb_hi_00005,real,Hindi,Kathbath,,train,4.0403,WAV/PCM_16,baa0e3cb89b1fe47f8eee8507000b6aabc66471533ef5926f8a66a74c8724b09,6e09a8b2fc35faf9,data/processed/v1_16k/kb_hi_00005.wav
kb_hi_00006,real,Hindi,Kathbath,,train,4.1099,WAV/PCM_16,d0a74e8a4f58f9cae9a3a88c7b6703bcad3b4baa87b6ff90ef9588252f36c0cf,6e09a8b2fc35faf9,data/processed/v1_16k/kb_hi_00006.wav
kb_hi_00007,real,Hindi,Kathbath,,train,5.1781,WAV/PCM_16,2de9db98c5ea4c897685bf41f1b9e112c290164cffc71bb899e093cb9d7a6d87,c386681c8cc3f277,data/processed/v1_16k/kb_hi_00007.wav
kb_hi_00008,real,Hindi,Kathbath,,train,4.3654,WAV/PCM_16,d23539753f0f605c106f79448bff05bae4f8e1b3c90ffb71c6e445f13672483c,49a0587a7065cfe8,data/processed/v1_16k/kb_hi_00008.wav
