sample_id,label,language_type,source_dataset,generator,split,spoof_type,duration,codec,sha256,group_id,path
ss_hi_fake_00321,fake,Hindi,SEA-Spoof,chatgpt_tts_flac,evaluation,online,1.968,flac,aa3fb752efe2e032171aaa577b84be1034898083e663ca907891d805405c84a1,5a212c3445ce3d54,data/evaluation/seaspoof_hi/ss_hi_fake_00321.flac
ss_hi_fake_00322,fake,Hindi,SEA-Spoof,hindi_common_edge_tts,evaluation,offline,3.048,flac,a33f5f12d7b53edf151dcb728459267b084061cd34060bc174412a7613a0d005,8524086d6fa9e6c4,data/evaluation/seaspoof_hi/ss_hi_fake_00322.flac
ss_hi_fake_00323,fake,Hindi,SEA-Spoof,hindi_common_fastspeech,evaluation,offline,3.0419,flac,151f697ebbf1117c11388e5009af0c1d473ec8da97f7afe8c49afbbbf45c0857,11cac11c78cdb520,data/evaluation/seaspoof_hi/ss_hi_fake_00323.flac
ss_hi_fake_00324,fake,Hindi,SEA-Spoof,hindi_common_indic-tts,evaluation,offline,3.6928,flac,343e3d802252c91223a2de9caa80b69da95e903736a0d8a602b2ea416044d470,004c8b4400e2169d,data/evaluation/seaspoof_hi/ss_hi_fake_00324.flac
ss_hi_fake_00325,fake,Hindi,SEA-Spoof,hindi_common_vits_mms,evaluation,offline,4.272,flac,a1fbcc2978993af0ed03287e7b05a119595f4b5fbae872fa5b9981e7f379fdb9,ad7489b4378507d9,data/evaluation/seaspoof_hi/ss_hi_fake_00325.flac
ss_hi_fake_00326,fake,Hindi,SEA-Spoof,hindi_common_xttsv2,evaluation,offline,5.0994,flac,9e5dc84f40ef2269f8ad0f9d1ba84a62ac049fdbc55cfccc3febd95e3458c6dc,fa9c4a1625d637d4,data/evaluation/seaspoof_hi/ss_hi_fake_00326.flac
ss_hi_fake_00327,fake,Hindi,SEA-Spoof,hindi_indic_edge_tts,evaluation,offline,3.84,flac,836c6ae6ac616619c709e1feadd6b91128380bb5aca3f16a7192d572fec01c09,ee5cefa2aa7b8d0d,data/evaluation/seaspoof_hi/ss_hi_fake_00327.flac
ss_hi_fake_00328,fake,Hindi,SEA-Spoof,hindi_indic_fastspeech,evaluation,offline,5.7702,flac,8545da85711d15b07b4c8991041c989bc8d5cf82b188b86b5a87c7deedb9d6a8,680321923129b0cb,data/evaluation/seaspoof_hi/ss_hi_fake_00328.flac
ss_hi_fake_00329,fake,Hindi,SEA-Spoof,hindi_indic_indic-tts,evaluation,offline,4.4009,flac,12964dd80c839e71c3fd1bcf7c5c61b225839b887863b830aff03029bd304b8f,8042dcae8306914d,data/evaluation/seaspoof_hi/ss_hi_fake_00329.flac
ss_hi_fake_00330,fake,Hindi,SEA-Spoof,hindi_indic_tts_vits-mms,evaluation,offline,2.08,flac,f6eb3e24eab2d0d3fbceb18386c1e48e641ef4ceabfc9f0b3873d598e75a12e4,e36da60d12e609d5,data/evaluation/seaspoof_hi/ss_hi_fake_00330.flac
ss_hi_fake_00331,fake,Hindi,SEA-Spoof,hindi_indic_tts_xtts-v2,evaluation,offline,5.014,flac,08f4c72323e7f24a2168eed66e93a29fab400c6b00425512530b5e17c2448b49,208dacaffac0ec75,data/evaluation/seaspoof_hi/ss_hi_fake_00331.flac
ss_hi_fake_00332,fake,Hindi,SEA-Spoof,elevenlabs,evaluation,online,3.9968,flac,8a85a12d596777778fbb610ab18d85af2f427aa77e18dd1ef4439f49346a2c6d,9b87289cbc1c3bd0,data/evaluation/seaspoof_hi/ss_hi_fake_00332.flac
ss_hi_fake_00333,fake,Hindi,SEA-Spoof,heygen,evaluation,online,4.0,flac,03c3bfc7f7e3538e332ffa350f897c6bbad895d494cdef590022e1be25d4b4db,0a27f15b7ae2fbb5,data/evaluation/seaspoof_hi/ss_hi_fake_00333.flac
ss_hi_fake_00334,fake,Hindi,SEA-Spoof,minimax,evaluation,online,4.0,flac,495544e81a54cb371997cb084f387787bb8721bf44122e4da170889eb061e71f,746141e82466f9d7,data/evaluation/seaspoof_hi/ss_hi_fake_00334.flac
ss_hi_fake_00335,fake,Hindi,SEA-Spoof,chatgpt_tts_flac,evaluation,online,10.56,flac,ac6f8ef68a4835ccc2d7badcbf218e26b996e9b606256ff421c9efb6000c3280,70cfc2e0baaf8f87,data/evaluation/seaspoof_hi/ss_hi_fake_00335.flac
ss_hi_fake_00336,fake,Hindi,SEA-Spoof,hindi_common_edge_tts,evaluation,offline,6.192,flac,22e04a02f43ff1c70d3177d97dd5febb2ac6d6323dee6fc4161357fa969848bf,e2e6ac70bed3b438,data/evaluation/seaspoof_hi/ss_hi_fake_00336.flac
ss_hi_fake_00337,fake,Hindi,SEA-Spoof,hindi_common_fastspeech,evaluation,offline,3.2624,flac,dc4acaf6e764a86ee4ffc0f9d4595acf721a043c801070f787419f57d81f4f41,ef34dd85fec81676,data/evaluation/seaspoof_hi/ss_hi_fake_00337.flac
ss_hi_fake_00338,fake,Hindi,SEA-Spoof,hindi_common_indic-tts,evaluation,offline,1.7423,flac,868ac53df6ed4c15590e6e174399e9371f52c18bef92e3da4ff8b357844aab64,6c49208362e7b376,data/evaluation/seaspoof_hi/ss_hi_fake_00338.flac
ss_hi_fake_00339,fake,Hindi,SEA-Spoof,hindi_common_vits_mms,evaluation,offline,2.096,flac,62559ec61fe8c9b8bee410ff0470484b67ab5c9a319cdad31f41123afcf8c24b,29c5be75ace9cef4,data/evaluation/seaspoof_hi/ss_hi_fake_00339.flac
ss_hi_fake_00340,fake,Hindi,SEA-Spoof,hindi_common_xttsv2,evaluation,offline,5.1527,flac,0f67609c2bdbd7ba9cf172d05ced98ab81852a1431e9148c2be344cfbf52c906,808d037a4dda6310,data/evaluation/seaspoof_hi/ss_hi_fake_00340.flac
ss_hi_fake_00341,fake,Hindi,SEA-Spoof,hindi_indic_edge_tts,evaluation,offline,13.464,flac,977f527ecd9b1fe483797094b776d75965edc8e4ddbc12c341ba0bdb7eb1bc03,696bb89bf1a5bd95,data/evaluation/seaspoof_hi/ss_hi_fake_00341.flac
ss_hi_fake_00342,fake,Hindi,SEA-Spoof,hindi_indic_fastspeech,evaluation,offline,5.8166,flac,a6ebc654159bb30148b4918d611ff6c261b694868342006d2572c762444bad8d,51b4f96700940d63,data/evaluation/seaspoof_hi/ss_hi_fake_00342.flac
ss_hi_fake_00343,fake,Hindi,SEA-Spoof,hindi_indic_indic-tts,evaluation,offline,7.1293,flac,cbd02842d5075aa5b8842c5ab98574df6988a0aeff2e7e58ea6d633cf66c4272,82d776fe18113fff,data/evaluation/seaspoof_hi/ss_hi_fake_00343.flac
ss_hi_fake_00344,fake,Hindi,SEA-Spoof,hindi_indic_tts_vits-mms,evaluation,offline,12.928,flac,4d8a054b04723c75c21fa75d00870cc5c6b5bb2982ddeda9535115a597e2bc80,392315ff66f2c28b,data/evaluation/seaspoof_hi/ss_hi_fake_00344.flac
ss_hi_fake_00345,fake,Hindi,SEA-Spoof,hindi_indic_tts_xtts-v2,evaluation,offline,10.5394,flac,0d928f3e994070375b7bde69a9a343782392f6ee50d87359d8af44f4054eb50d,2f50f9ff0d05e164,data/evaluation/seaspoof_hi/ss_hi_fake_00345.flac
ss_hi_fake_00346,fake,Hindi,SEA-Spoof,elevenlabs,evaluation,online,3.9968,flac,3b1ba3840004371b28904bb453b9606827444db3be12c286b8796f5a38be055e,d4b76ba7fa033316,data/evaluation/seaspoof_hi/ss_hi_fake_00346.flac
ss_hi_fake_00347,fake,Hindi,SEA-Spoof,heygen,evaluation,online,4.0,flac,0c74863e0893a325927b53fd911be35af50f00c0cd1080bdd2d49e2eb830b5a9,27620a8d7a8049f2,data/evaluation/seaspoof_hi/ss_hi_fake_00347.flac
ss_hi_fake_00348,fake,Hindi,SEA-Spoof,minimax,evaluation,online,4.0,flac,f8cc56b8d4c211b24d2a50c4154491f788709514810eb29ad867480a055d73cc,8374679cc25ffa8f,data/evaluation/seaspoof_hi/ss_hi_fake_00348.flac
ss_hi_fake_00349,fake,Hindi,SEA-Spoof,chatgpt_tts_flac,evaluation,online,4.416,flac,3c6e4076739dd858ff46250663c3a45de22d2e767652491ae05a3df2284eacc7,6f7c17562e4aee23,data/evaluation/seaspoof_hi/ss_hi_fake_00349.flac
ss_hi_fake_00350,fake,Hindi,SEA-Spoof,hindi_common_edge_tts,evaluation,offline,5.424,flac,726c6678fa35c1e9697e1b84b5ff68f942f84a056a06b374de8612048eddd8ce,69a8f9dda7c64b1a,data/evaluation/seaspoof_hi/ss_hi_fake_00350.flac
ss_hi_fake_00351,fake,Hindi,SEA-Spoof,hindi_common_fastspeech,evaluation,offline,5.7237,flac,7f49fb703d1bb0112159c21e2d493c67de3ce0f44b341e8cf47dc5d33b7c08de,d32b9a1b140b79f5,data/evaluation/seaspoof_hi/ss_hi_fake_00351.flac
ss_hi_fake_00352,fake,Hindi,SEA-Spoof,hindi_common_indic-tts,evaluation,offline,4.5054,flac,95c79696a167f94e19b70942ac559cc6aa9d40378760d4c8a6346fcf4f19e106,efea09ff2ef68585,data/evaluation/seaspoof_hi/ss_hi_fake_00352.flac
ss_hi_fake_00353,fake,Hindi,SEA-Spoof,hindi_common_vits_mms,evaluation,offline,2.656,flac,fd55e8feab7873cf33a5f3e3240d9e0c5448ca4a40a94582dbcaa29f34ab3698,4b6c0bb32171f393,data/evaluation/seaspoof_hi/ss_hi_fake_00353.flac
ss_hi_fake_00354,fake,Hindi,SEA-Spoof,hindi_common_xttsv2,evaluation,offline,5.8887,flac,ffa6e3a3a6f158280f1dd99046010ee2eaddd63e0e786355fe492528daea62d4,db54afc179aed776,data/evaluation/seaspoof_hi/ss_hi_fake_00354.flac
ss_hi_fake_00355,fake,Hindi,SEA-Spoof,hindi_indic_edge_tts,evaluation,offline,11.136,flac,236d24896ace91e7770f95cf5635973fa3726927819953265e91d2988f6aa9f3,33a7a3b61bd2f7bf,data/evaluation/seaspoof_hi/ss_hi_fake_00355.flac
ss_hi_fake_00356,fake,Hindi,SEA-Spoof,hindi_indic_fastspeech,evaluation,offline,10.9714,flac,d35cdb6fa32e4544a7d3da8c1e0aac49dc95c98ff0997b8320fd56a5c5d69da7,b48794c71355729c,data/evaluation/seaspoof_hi/ss_hi_fake_00356.flac
ss_hi_fake_00357,fake,Hindi,SEA-Spoof,hindi_indic_indic-tts,evaluation,offline,8.5341,flac,c3254f8ec1bba4b812b7ad058da99b5cd37d1fb7c283a02938195e34365e6821,6b2becbe7edcf09f,data/evaluation/seaspoof_hi/ss_hi_fake_00357.flac
ss_hi_fake_00358,fake,Hindi,SEA-Spoof,hindi_indic_tts_vits-mms,evaluation,offline,9.2,flac,9941f24bdaa084e514175a646d8dbd8bb36ae7755b9a8874068429a6e9fa0bb8,adb0c044745a1744,data/evaluation/seaspoof_hi/ss_hi_fake_00358.flac
ss_hi_fake_00359,fake,Hindi,SEA-Spoof,hindi_indic_tts_xtts-v2,evaluation,offline,3.99,flac,e93f92abc803cac35be12fd5942e00843097e8542168647766c0f1871843e74e,e7129aff515ac24f,data/evaluation/seaspoof_hi/ss_hi_fake_00359.flac
ss_hi_fake_00360,fake,Hindi,SEA-Spoof,elevenlabs,evaluation,online,1.9069,flac,b9b0663cbcffeac749495f8025cc62f4b8e713852afc69f97323eee3fa66267c,05e25e3326b01308,data/evaluation/seaspoof_hi/ss_hi_fake_00360.flac
ss_hi_fake_00361,fake,Hindi,SEA-Spoof,heygen,evaluation,online,4.0,flac,4bb41e61b4fedc7a6007acbb8716f1c0293c938a31e4c9fe633f3b2822041c32,aaa0d63b41b3afd9,data/evaluation/seaspoof_hi/ss_hi_fake_00361.flac
ss_hi_fake_00362,fake,Hindi,SEA-Spoof,minimax,evaluation,online,4.0,flac,021e3b28da28428a8a36509842def64fe1b7b8a33d087af8cd41c2351345346e,6d1a962a72b59c76,data/evaluation/seaspoof_hi/ss_hi_fake_00362.flac
ss_hi_fake_00363,fake,Hindi,SEA-Spoof,chatgpt_tts_flac,evaluation,online,2.616,flac,e8dea73a7f1a2bfc72c66de4fbd09558ff720f35e91450e5b3c6dfebb05694f5,1cf3035dddb1555f,data/evaluation/seaspoof_hi/ss_hi_fake_00363.flac
ss_hi_fake_00364,fake,Hindi,SEA-Spoof,hindi_common_edge_tts,evaluation,offline,3.792,flac,bbd4e123f0238910301cf26f158bf19b56c7189f78f4aed0d53e8ad2aa69049c,97b96fab90e3ad1f,data/evaluation/seaspoof_hi/ss_hi_fake_00364.flac
ss_hi_fake_00365,fake,Hindi,SEA-Spoof,hindi_common_fastspeech,evaluation,offline,2.6936,flac,25c5266b7a63ff1a1227e2af033298a4649f2bb144ec1deee0ccd4c1b8a16433,5aaa0142ecf3b795,data/evaluation/seaspoof_hi/ss_hi_fake_00365.flac
ss_hi_fake_00366,fake,Hindi,SEA-Spoof,hindi_common_indic-tts,evaluation,offline,1.7423,flac,dc1f9b312aace79aad047d0efda2ff61c856f7c66a3c40f1df5839a8b1daf96f,b22f6b047f426314,data/evaluation/seaspoof_hi/ss_hi_fake_00366.flac
ss_hi_fake_00367,fake,Hindi,SEA-Spoof,hindi_common_vits_mms,evaluation,offline,1.728,flac,559f9dce15bc33a0009de28e7e6a1f3e568bd035458947a0e2cc876f91daaadf,fa2a1b5d07fb9324,data/evaluation/seaspoof_hi/ss_hi_fake_00367.flac
ss_hi_fake_00368,fake,Hindi,SEA-Spoof,hindi_common_xttsv2,evaluation,offline,5.5154,flac,da8a87530961dfc49d9169c9ae5ce93110ba61c69aa44d89d362165060edffe8,d7519b54aba6a7d0,data/evaluation/seaspoof_hi/ss_hi_fake_00368.flac
ss_hi_fake_00369,fake,Hindi,SEA-Spoof,hindi_indic_edge_tts,evaluation,offline,11.52,flac,cd42b11e03410d95a700037d33194b476cfb1f80df75cfc812f503a9dc732ea8,26090eb8dc2b286b,data/evaluation/seaspoof_hi/ss_hi_fake_00369.flac
ss_hi_fake_00370,fake,Hindi,SEA-Spoof,hindi_indic_fastspeech,evaluation,offline,5.9095,flac,43ab5b6119679890411f6f86ffaf5df03cd83b5b6af56b69ea3e503b83d751da,9a1ea16708e66d52,data/evaluation/seaspoof_hi/ss_hi_fake_00370.flac
ss_hi_fake_00371,fake,Hindi,SEA-Spoof,hindi_indic_indic-tts,evaluation,offline,6.1192,flac,74b1ff30781423b6fd3fd3dfe7ff366d074e37894f4d9fca22212aafddc0dc85,1339b9fa1d9ddc3a,data/evaluation/seaspoof_hi/ss_hi_fake_00371.flac
ss_hi_fake_00372,fake,Hindi,SEA-Spoof,hindi_indic_tts_vits-mms,evaluation,offline,6.528,flac,b6270c4d9ca9b88994dcb928b636e2cdbd33c4b5b2fb385fdd5bc50fbc55fec0,2a0d3a625fca4747,data/evaluation/seaspoof_hi/ss_hi_fake_00372.flac
ss_hi_fake_00373,fake,Hindi,SEA-Spoof,hindi_indic_tts_xtts-v2,evaluation,offline,7.8407,flac,ba1b39c5fb76f4320fc87a011cda120a56e6be56ef866792109a4bbc8af07083,011653e546eb5dfc,data/evaluation/seaspoof_hi/ss_hi_fake_00373.flac
ss_hi_fake_00374,fake,Hindi,SEA-Spoof,elevenlabs,evaluation,online,3.9968,flac,4409edb805a5813bc2f7aa0f1ab8e79672cf8b75b9a275ed626548f025073ee9,795985b1a286b67d,data/evaluation/seaspoof_hi/ss_hi_fake_00374.flac
ss_hi_fake_00375,fake,Hindi,SEA-Spoof,heygen,evaluation,online,4.0,flac,536758de087b11115e0596ced61911699b6a10df94994704d73da714acb61ff7,04e5c655d3824fc4,data/evaluation/seaspoof_hi/ss_hi_fake_00375.flac
ss_hi_fake_00376,fake,Hindi,SEA-Spoof,minimax,evaluation,online,4.0,flac,ba966ef95d30a708ed33b3690ac8c853367e1fb663a3f9373d192054b401a58b,e1493500b5bc2397,data/evaluation/seaspoof_hi/ss_hi_fake_00376.flac
ss_hi_fake_00377,fake,Hindi,SEA-Spoof,chatgpt_tts_flac,evaluation,online,6.504,flac,37c9e0343847a532ae8025ac10d31de44c6aa82d7048613af1139bcfbb4448d5,91676ea0144f5d62,data/evaluation/seaspoof_hi/ss_hi_fake_00377.flac
ss_hi_fake_00378,fake,Hindi,SEA-Spoof,hindi_common_edge_tts,evaluation,offline,3.36,flac,adb69aa8a5f4efd5d318fe8f8b479f3cc6d27978ccd70f495b7616c391839a27,452590b9e219874a,data/evaluation/seaspoof_hi/ss_hi_fake_00378.flac
ss_hi_fake_00379,fake,Hindi,SEA-Spoof,hindi_common_fastspeech,evaluation,offline,2.7748,flac,459f4188846e576b15d44927e55d93f6bc13693bb77d1cdb21fdda3eefb12892,7d5f4065b7e97105,data/evaluation/seaspoof_hi/ss_hi_fake_00379.flac
ss_hi_fake_00380,fake,Hindi,SEA-Spoof,hindi_common_indic-tts,evaluation,offline,2.5201,flac,77bc87c2030e4775cb50db81708b519e30a1585857b8f84ad81c69f92f02cbac,a8fccedbd8f41ae0,data/evaluation/seaspoof_hi/ss_hi_fake_00380.flac
ss_hi_fake_00381,fake,Hindi,SEA-Spoof,hindi_common_vits_mms,evaluation,offline,1.264,flac,29e9f9d8962de6a006bb74961efc8a7716aeff0c316f476f4ff3727865138441,e58cb7502bd013d8,data/evaluation/seaspoof_hi/ss_hi_fake_00381.flac
ss_hi_fake_00382,fake,Hindi,SEA-Spoof,hindi_common_xttsv2,evaluation,offline,5.5154,flac,2a766536bcb3ca8053ee4d77d25c02752d0f88de61226845d4cc1c03cdfec063,e3f6ee62352a3ae7,data/evaluation/seaspoof_hi/ss_hi_fake_00382.flac
ss_hi_fake_00383,fake,Hindi,SEA-Spoof,hindi_indic_edge_tts,evaluation,offline,3.96,flac,fdebf63a0dcf38f231010c6f0be302298230eddaaef6329dbf6874ca866ff10d,183410caf553887f,data/evaluation/seaspoof_hi/ss_hi_fake_00383.flac
ss_hi_fake_00384,fake,Hindi,SEA-Spoof,hindi_indic_fastspeech,evaluation,offline,14.4313,flac,4de87aa421deb0a33bc5a5e8d92942ab819a5edf92687aff7af889dbac4fc0a8,96f170d987051e8d,data/evaluation/seaspoof_hi/ss_hi_fake_00384.flac
ss_hi_fake_00385,fake,Hindi,SEA-Spoof,hindi_indic_indic-tts,evaluation,offline,6.8274,flac,7ba4170701ea33325a515a9f94ac1bb41d16d2eb6c2c2765008a77f06e73ad9c,433ffa30289a1875,data/evaluation/seaspoof_hi/ss_hi_fake_00385.flac
ss_hi_fake_00386,fake,Hindi,SEA-Spoof,hindi_indic_tts_vits-mms,evaluation,offline,9.632,flac,0a4c3015758222f68e8afa10d5a50517c4ccb327e521909ef5820baf48afbcd3,287265bc7a09fbd2,data/evaluation/seaspoof_hi/ss_hi_fake_00386.flac
ss_hi_fake_00387,fake,Hindi,SEA-Spoof,hindi_indic_tts_xtts-v2,evaluation,offline,5.5154,flac,4ec0225504115dd9d9c8d45790df43d8a1733d7d92a890fc56ac0499e718a185,44382f175ced8d5a,data/evaluation/seaspoof_hi/ss_hi_fake_00387.flac
ss_hi_fake_00388,fake,Hindi,SEA-Spoof,elevenlabs,evaluation,online,1.6196,flac,3114c39aed8a3b584c7c550e6951d61bbafb2d82c753014c1f67c29fe2823128,aca0e3ddd7c52e50,data/evaluation/seaspoof_hi/ss_hi_fake_00388.flac
ss_hi_fake_00389,fake,Hindi,SEA-Spoof,heygen,evaluation,online,4.0,flac,e4da7449795502fe03d51272205e56a78205b1c60fe0fd74fa867d2504629354,367dcdd46e754de9,data/evaluation/seaspoof_hi/ss_hi_fake_00389.flac
ss_hi_fake_00390,fake,Hindi,SEA-Spoof,minimax,evaluation,online,4.0,flac,b320505e920d6d31d4405195eafa684fff716e0993e63f528857218196903712,1e0fd438c2010898,data/evaluation/seaspoof_hi/ss_hi_fake_00390.flac
ss_hi_fake_00391,fake,Hindi,SEA-Spoof,chatgpt_tts_flac,evaluation,online,12.0,flac,cad883ba846f07d46a488f1780cf703fbc0628e0c9ec099eb9094cff8db3b54a,d205f47628d6ecb7,data/evaluation/seaspoof_hi/ss_hi_fake_00391.flac
ss_hi_fake_00392,fake,Hindi,SEA-Spoof,hindi_common_edge_tts,evaluation,offline,3.384,flac,c113cbbae5c6ca1b6cb81acb9676070443fb467013313a80fc65308d5f325921,6b92615d88a2a572,data/evaluation/seaspoof_hi/ss_hi_fake_00392.flac
ss_hi_fake_00393,fake,Hindi,SEA-Spoof,hindi_common_fastspeech,evaluation,offline,1.5326,flac,78f7a7c0cafc4e6bbfbb43a6fe3b27bfbd7b6c19c44a9a7869315547a01f63d2,65414eb97089ddf1,data/evaluation/seaspoof_hi/ss_hi_fake_00393.flac
ss_hi_fake_00394,fake,Hindi,SEA-Spoof,hindi_common_indic-tts,evaluation,offline,4.9698,flac,d45007baf13dd7c28be2a392bec3f92eaa7bab316438c890b395769668599d76,d409dd6e5494cf77,data/evaluation/seaspoof_hi/ss_hi_fake_00394.flac
ss_hi_fake_00395,fake,Hindi,SEA-Spoof,hindi_common_vits_mms,evaluation,offline,2.656,flac,b2a68f35b805ac82a6ca6f67a0614011c6f7d47bfe7cfe2ff03311493fc7f13d,d32c42f78afd07e2,data/evaluation/seaspoof_hi/ss_hi_fake_00395.flac
ss_hi_fake_00396,fake,Hindi,SEA-Spoof,hindi_common_xttsv2,evaluation,offline,5.846,flac,cb084e09ca4ac7bd37176d88ba64aab94621bc107c5e24e89e01d2e2e13b5352,9afa322736e85bdb,data/evaluation/seaspoof_hi/ss_hi_fake_00396.flac
ss_hi_fake_00397,fake,Hindi,SEA-Spoof,hindi_indic_edge_tts,evaluation,offline,5.424,flac,3b2118be118b0a8a93a092864b6e7cab1351c7d0ca48ee809033fcf5400e7fc6,9c5ed9054512f5d5,data/evaluation/seaspoof_hi/ss_hi_fake_00397.flac
ss_hi_fake_00398,fake,Hindi,SEA-Spoof,hindi_indic_fastspeech,evaluation,offline,4.4699,flac,b5cc026cf2b800f39a8e6d08dc159f17c7c0aa76c389b8e3d7287fc4e5350055,9384f52705568bbe,data/evaluation/seaspoof_hi/ss_hi_fake_00398.flac
ss_hi_fake_00399,fake,Hindi,SEA-Spoof,hindi_indic_indic-tts,evaluation,offline,5.8289,flac,1ce87a910edda4b82a4dd51af554f8c0d245b93e747c645a4c8ba7fcaed03ea7,3cf685563b5c8999,data/evaluation/seaspoof_hi/ss_hi_fake_00399.flac
ss_hi_fake_00400,fake,Hindi,SEA-Spoof,hindi_indic_tts_vits-mms,evaluation,offline,8.96,flac,3987ea7cd290bd97b4d502e90837de218f4be37ac0b839929746fdb0e3768832,7bc3c808c22d5fcc,data/evaluation/seaspoof_hi/ss_hi_fake_00400.flac
ss_hi_fake_00401,fake,Hindi,SEA-Spoof,hindi_indic_tts_xtts-v2,evaluation,offline,7.7447,flac,e79cc84fe5e1535a52da1f3580a977266766319d4a2c8282754c9fc862713abb,76c131f175b688e3,data/evaluation/seaspoof_hi/ss_hi_fake_00401.flac
ss_hi_fake_00402,fake,Hindi,SEA-Spoof,elevenlabs,evaluation,online,2.9257,flac,b784fa066c17a1ff9015adf49917c9a4534711770f433fa0f3171526265e8bf4,d83209971f291e4a,data/evaluation/seaspoof_hi/ss_hi_fake_00402.flac
ss_hi_fake_00403,fake,Hindi,SEA-Spoof,heygen,evaluation,online,4.0,flac,2bc22ef62a5a8994bbf32917d05f131ad668572d10e89f03a1d77ea85b6395f6,03150f59beae9a7a,data/evaluation/seaspoof_hi/ss_hi_fake_00403.flac
ss_hi_fake_00404,fake,Hindi,SEA-Spoof,minimax,evaluation,online,4.0,flac,d3bd1ce2ffc1957f2d86b90e181abbd8d132586bdd4de86c5241f762bbe8f10f,8c7d4991ecab86f4,data/evaluation/seaspoof_hi/ss_hi_fake_00404.flac
ss_hi_fake_00405,fake,Hindi,SEA-Spoof,chatgpt_tts_flac,evaluation,online,5.952,flac,ea5ec0cfb92a360d78838a3f2c034628738c8ff8bb368dd6a759b76ff9f92d3a,969aeca388426116,data/evaluation/seaspoof_hi/ss_hi_fake_00405.flac
ss_hi_fake_00406,fake,Hindi,SEA-Spoof,hindi_common_edge_tts,evaluation,offline,3.888,flac,7cfd043b3ef5fb7b626c37c9f1c2278d6973a5a16443da849b6255667cfde32f,3235af022c4bfbb7,data/evaluation/seaspoof_hi/ss_hi_fake_00406.flac
ss_hi_fake_00407,fake,Hindi,SEA-Spoof,hindi_common_fastspeech,evaluation,offline,1.5906,flac,807857c05bb5a5081198a21a7bac9351d585690adc7a25d1b2688f99283843d8,ea3ee99e9d93db1b,data/evaluation/seaspoof_hi/ss_hi_fake_00407.flac
ss_hi_fake_00408,fake,Hindi,SEA-Spoof,hindi_common_indic-tts,evaluation,offline,4.1339,flac,48b61adecbf71f5115e9ae76890727e81fedb2d75fb078a9652323041235070b,21f2712dec417129,data/evaluation/seaspoof_hi/ss_hi_fake_00408.flac
ss_hi_fake_00409,fake,Hindi,SEA-Spoof,hindi_common_vits_mms,evaluation,offline,1.504,flac,c418dad50cd572319402eaa682f992323ea6dcfc09dff9293859d63b78a3c84e,cd62859c8cd28b08,data/evaluation/seaspoof_hi/ss_hi_fake_00409.flac
ss_hi_fake_00410,fake,Hindi,SEA-Spoof,hindi_common_xttsv2,evaluation,offline,4.918,flac,193318bc8baa49195f6107bb3a4dd37f045576f9a2a16cca25b0a79dc61d9793,5423ec306d4c08fa,data/evaluation/seaspoof_hi/ss_hi_fake_00410.flac
ss_hi_fake_00411,fake,Hindi,SEA-Spoof,hindi_indic_edge_tts,evaluation,offline,5.688,flac,e3d61f572cb332dab20d3a036b511b941178d4b4ebb518c1a508f8bc590e2778,df74c0b25aaa646e,data/evaluation/seaspoof_hi/ss_hi_fake_00411.flac
ss_hi_fake_00412,fake,Hindi,SEA-Spoof,hindi_indic_fastspeech,evaluation,offline,6.4088,flac,b3ffa634b745035635a6b7e1f9c87d65f10e03da307fbb14a48a8575ac225ac4,2625a7d65a7ff0ee,data/evaluation/seaspoof_hi/ss_hi_fake_00412.flac
ss_hi_fake_00413,fake,Hindi,SEA-Spoof,hindi_indic_indic-tts,evaluation,offline,6.4211,flac,1cbb372a98aedf00668ca2d2ba3ddc86cdb2ef42ac55ccb366a5661e58893b34,532321a4cdbc8d8b,data/evaluation/seaspoof_hi/ss_hi_fake_00413.flac
ss_hi_fake_00414,fake,Hindi,SEA-Spoof,hindi_indic_tts_vits-mms,evaluation,offline,10.704,flac,bf421896dfd8f95cffb047c0f554a8e0e4a4ca5778811a692278b26004537e82,200eeea96bddd8cd,data/evaluation/seaspoof_hi/ss_hi_fake_00414.flac
ss_hi_fake_00415,fake,Hindi,SEA-Spoof,hindi_indic_tts_xtts-v2,evaluation,offline,2.6887,flac,4cae3e072f0d978c5bebfde22e4a0bc8eda7553315630b3f17761cabfb4d32e7,f50c1607ecd8d399,data/evaluation/seaspoof_hi/ss_hi_fake_00415.flac
ss_hi_fake_00416,fake,Hindi,SEA-Spoof,elevenlabs,evaluation,online,2.1682,flac,13fb23f86a14ec37a1c7c6cd2f8ce53ef52794c4e666dd07b9bab12d28c79b8c,c07387d2a284506a,data/evaluation/seaspoof_hi/ss_hi_fake_00416.flac
ss_hi_fake_00417,fake,Hindi,SEA-Spoof,heygen,evaluation,online,4.0,flac,a3d35055cbadbfd46535dbba6e0e51bfce0973c155651324d9209918dd10c1c7,d8756e734529e217,data/evaluation/seaspoof_hi/ss_hi_fake_00417.flac
ss_hi_fake_00418,fake,Hindi,SEA-Spoof,minimax,evaluation,online,4.0,flac,887bca7b99dab1d38a1daacd59a2b65c2ce8c0e0de059a6c09c8ef504ee59b74,ce740b7f165c24ea,data/evaluation/seaspoof_hi/ss_hi_fake_00418.flac
ss_hi_fake_00419,fake,Hindi,SEA-Spoof,chatgpt_tts_flac,evaluation,online,9.408,flac,97c190f6bfdd768a9a04cc69a8364497d0325ef569d972010b2e2ea7d8fe6eca,787509a01ebbdfb3,data/evaluation/seaspoof_hi/ss_hi_fake_00419.flac
