sample_id,parent_sample_id,label,language_type,source_dataset,generator,split,augmentation_condition,duration,codec,sha256,group_id,path
aug_is_hi_xtts_v2_01214__mp3_64,is_hi_xtts_v2_01214,fake,Hindi,IndicSynth,xtts_v2,train,mp3_64,6.166,WAV/PCM_16,8fe0586804681832c2443bc9534c4464ab2e82d2f81a8f64d2ab03863f19d53d,337db9b4285ec7d4,data/augmented/v1/aug_is_hi_xtts_v2_01214__mp3_64.wav
aug_is_hi_xtts_v2_01215__telephone,is_hi_xtts_v2_01215,fake,Hindi,IndicSynth,xtts_v2,train,telephone,7.094,WAV/PCM_16,fe3a04b84c3ee4884ca79cd61ca32f176762d1962764c2c5e7c0c5ef9f359abd,337db9b4285ec7d4,data/augmented/v1/aug_is_hi_xtts_v2_01215__telephone.wav
aug_is_hi_xtts_v2_01216__telephone,is_hi_xtts_v2_01216,fake,Hindi,IndicSynth,xtts_v2,train,telephone,6.4008,WAV/PCM_16,16c7502b188f2b5a0c3183850bfc43d2114b4ee0b7ca1c2e7d062c1e08568b6c,337db9b4285ec7d4,data/augmented/v1/aug_is_hi_xtts_v2_01216__telephone.wav
aug_is_hi_xtts_v2_01217__mp3_32,is_hi_xtts_v2_01217,fake,Hindi,IndicSynth,xtts_v2,train,mp3_32,4.0349,WAV/PCM_16,aa3ad3db29b29ff28ad2530e48f2557dda77fa0ac779fb20bda1d7daa7a3eb8b,337db9b4285ec7d4,data/augmented/v1/aug_is_hi_xtts_v2_01217__mp3_32.wav
aug_is_hi_xtts_v2_01218__gain,is_hi_xtts_v2_01218,fake,Hindi,IndicSynth,xtts_v2,train,gain,5.75,WAV/PCM_16,8c118b377b3a8fb402ebc113aaf2a5afc3cdf388ed656f5e6567bec604af3cc3,337db9b4285ec7d4,data/augmented/v1/aug_is_hi_xtts_v2_01218__gain.wav
aug_is_hi_xtts_v2_01219__lowpass,is_hi_xtts_v2_01219,fake,Hindi,IndicSynth,xtts_v2,train,lowpass,7.286,WAV/PCM_16,2b4eb1dcffd475c3d5d85815482dac34c8c3e2e75468ba573f620e5a0769b473,337db9b4285ec7d4,data/augmented/v1/aug_is_hi_xtts_v2_01219__lowpass.wav
aug_is_hi_xtts_v2_01220__mp3_128,is_hi_xtts_v2_01220,fake,Hindi,IndicSynth,xtts_v2,train,mp3_128,5.0994,WAV/PCM_16,e8803ba94e9336e995c4315f878a994f4dceb17bf5f720a6db435a992f060448,337db9b4285ec7d4,data/augmented/v1/aug_is_hi_xtts_v2_01220__mp3_128.wav
aug_is_hi_xtts_v2_01221__lowpass,is_hi_xtts_v2_01221,fake,Hindi,IndicSynth,xtts_v2,train,lowpass,5.8034,WAV/PCM_16,99dba944e9e738c65b09ff99c79a7524bb3955c17eb82fd9a8f13fea247b7e7d,337db9b4285ec7d4,data/augmented/v1/aug_is_hi_xtts_v2_01221__lowpass.wav
aug_is_hi_xtts_v2_01222__opus_24,is_hi_xtts_v2_01222,fake,Hindi,IndicSynth,xtts_v2,train,opus_24,5.334,WAV/PCM_16,45efa9e82ba51942bc72bc4a5846bceaa3e1c692567f46bab22a002655598cbe,337db9b4285ec7d4,data/augmented/v1/aug_is_hi_xtts_v2_01222__opus_24.wav
aug_is_hi_xtts_v2_01223__opus_24,is_hi_xtts_v2_01223,fake,Hindi,IndicSynth,xtts_v2,train,opus_24,5.3767,WAV/PCM_16,21fdc776d08c141698c6f81f051445b6c9f67d0bc6cfe519c509a4a95fa3c082,337db9b4285ec7d4,data/augmented/v1/aug_is_hi_xtts_v2_01223__opus_24.wav
aug_is_hi_xtts_v2_01224__mp3_128,is_hi_xtts_v2_01224,fake,Hindi,IndicSynth,xtts_v2,train,mp3_128,6.262,WAV/PCM_16,c9f6a35d08052adc69cee3176d11623e489ddb9323e332c7e1c949957c478cf7,337db9b4285ec7d4,data/augmented/v1/aug_is_hi_xtts_v2_01224__mp3_128.wav
aug_is_hi_xtts_v2_01225__mp3_32,is_hi_xtts_v2_01225,fake,Hindi,IndicSynth,xtts_v2,train,mp3_32,6.166,WAV/PCM_16,f4007cba29c2ae1d3e7797c97551e8de77391c7c37371cc1bcda869188f399a9,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01225__mp3_32.wav
aug_is_hi_xtts_v2_01226__opus_48,is_hi_xtts_v2_01226,fake,Hindi,IndicSynth,xtts_v2,train,opus_48,5.43,WAV/PCM_16,c88297f3b1af5552f25dc87c2cdd71bb823f3a9ec4abf8336f84ed6c366da2d9,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01226__opus_48.wav
aug_is_hi_xtts_v2_01227__gain,is_hi_xtts_v2_01227,fake,Hindi,IndicSynth,xtts_v2,train,gain,7.3287,WAV/PCM_16,53f2872e4c854d9d0602ff2be43068f6d57a4aa708272265df692a69dd37071e,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01227__gain.wav
aug_is_hi_xtts_v2_01228__mp3_64,is_hi_xtts_v2_01228,fake,Hindi,IndicSynth,xtts_v2,train,mp3_64,5.75,WAV/PCM_16,c8345948676ece3fcc390c22b7ac8e6425a069d2a8a3159edd1f4d13ed9ec0b8,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01228__mp3_64.wav
aug_is_hi_xtts_v2_01229__lowpass,is_hi_xtts_v2_01229,fake,Hindi,IndicSynth,xtts_v2,train,lowpass,6.5394,WAV/PCM_16,f2565b3234525a79955faf5861e65ccc390ae8327058e5e264a1bcd19f96583b,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01229__lowpass.wav
aug_is_hi_xtts_v2_01230__opus_12,is_hi_xtts_v2_01230,fake,Hindi,IndicSynth,xtts_v2,train,opus_12,7.094,WAV/PCM_16,1c373d8ba022f651255f177f2097ff9c2547482c4e0ae983c6578a8defbe42db,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01230__opus_12.wav
aug_is_hi_xtts_v2_01231__mp3_64,is_hi_xtts_v2_01231,fake,Hindi,IndicSynth,xtts_v2,train,mp3_64,6.5927,WAV/PCM_16,2228e7c8bda4f7b333275b8d039dd74a9f2d6ad6dffafc9ecc1dd6c8b20c9569,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01231__mp3_64.wav
aug_is_hi_xtts_v2_01232__gain,is_hi_xtts_v2_01232,fake,Hindi,IndicSynth,xtts_v2,train,gain,5.942,WAV/PCM_16,b164ee606d8b4a789f44bf50dcb882f78d57e8312d65e3972ce2e55e79b89b1f,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01232__gain.wav
aug_is_hi_xtts_v2_01233__mild_clipping,is_hi_xtts_v2_01233,fake,Hindi,IndicSynth,xtts_v2,train,mild_clipping,6.262,WAV/PCM_16,676d10d6c1cee81d78b02e1007615545f0980f67cdc146d637e5c1336d3a1c3a,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01233__mild_clipping.wav
aug_is_hi_xtts_v2_01234__multi_codec,is_hi_xtts_v2_01234,fake,Hindi,IndicSynth,xtts_v2,train,multi_codec,5.4749,WAV/PCM_16,464563827e868ff1853dec5816fddc9ece3a1074d6bafb94d4cc990a75bb5318,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01234__multi_codec.wav
aug_is_hi_xtts_v2_01235__telephone,is_hi_xtts_v2_01235,fake,Hindi,IndicSynth,xtts_v2,train,telephone,5.1954,WAV/PCM_16,0d83cc03190dc2d8f0007db55988ac56f88af159618a4c1c8b721de756645db3,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01235__telephone.wav
aug_is_hi_xtts_v2_01236__mp3_32,is_hi_xtts_v2_01236,fake,Hindi,IndicSynth,xtts_v2,train,mp3_32,6.0807,WAV/PCM_16,f1916b1989b2572c09b1e12cbdcd070bf50f9de4c1a58738d61759e141fc959b,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01236__mp3_32.wav
aug_is_hi_xtts_v2_01237__mp3_32,is_hi_xtts_v2_01237,fake,Hindi,IndicSynth,xtts_v2,train,mp3_32,5.7074,WAV/PCM_16,b4d8b7e3f20d39fb50166e775af7ae97d61d606267fc3ab17430849da39655b3,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01237__mp3_32.wav
aug_is_hi_xtts_v2_01238__lowpass,is_hi_xtts_v2_01238,fake,Hindi,IndicSynth,xtts_v2,train,lowpass,8.0754,WAV/PCM_16,656b8ff1607279c6e3902caf3297f99d543f08f4a5cc3cf95ddf0bcaf148bd4c,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01238__lowpass.wav
aug_is_hi_xtts_v2_01239__mp3_32,is_hi_xtts_v2_01239,fake,Hindi,IndicSynth,xtts_v2,train,mp3_32,5.0994,WAV/PCM_16,64e61fc520aed4d7bddbd8277d18848b4aad6bfc781d2e302c05bdb28fc1d486,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01239__mp3_32.wav
aug_is_hi_xtts_v2_01240__opus_24,is_hi_xtts_v2_01240,fake,Hindi,IndicSynth,xtts_v2,train,opus_24,5.5154,WAV/PCM_16,74ae3b47e820e5ce794d27895acdcda21d7d88fa1f907665e2b6a58144135f06,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01240__opus_24.wav
aug_is_hi_xtts_v2_01241__mp3_128,is_hi_xtts_v2_01241,fake,Hindi,IndicSynth,xtts_v2,train,mp3_128,5.238,WAV/PCM_16,6510890ad9e7f6f1ac6d7b528367ba6eb2fdc4618bd791b87dce8758096bc3fc,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01241__mp3_128.wav
aug_is_hi_xtts_v2_01242__mp3_64,is_hi_xtts_v2_01242,fake,Hindi,IndicSynth,xtts_v2,train,mp3_64,6.4434,WAV/PCM_16,208c0836c94d93cafa9965027a8b417a68f630265774d7d48d981f5e94d6cc17,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01242__mp3_64.wav
aug_is_hi_xtts_v2_01243__lowpass,is_hi_xtts_v2_01243,fake,Hindi,IndicSynth,xtts_v2,train,lowpass,5.4727,WAV/PCM_16,77eabd1bff2a7ece59e6d568d999fe12ee925c0cba05ff1988e2d6dfe06e266d,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01243__lowpass.wav
aug_is_hi_xtts_v2_01244__mp3_128,is_hi_xtts_v2_01244,fake,Hindi,IndicSynth,xtts_v2,train,mp3_128,5.238,WAV/PCM_16,6df422b018b19cf7bf3dd58958d5ac7260ade9f69b8aad2e3b32e062869f555b,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01244__mp3_128.wav
aug_is_hi_xtts_v2_01245__mp3_32,is_hi_xtts_v2_01245,fake,Hindi,IndicSynth,xtts_v2,train,mp3_32,5.0567,WAV/PCM_16,6bc20235a0a4fea14e736348cfd263224ff37ba80b37f31d95bc3fbc4ac2cb4e,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01245__mp3_32.wav
aug_is_hi_xtts_v2_01246__opus_48,is_hi_xtts_v2_01246,fake,Hindi,IndicSynth,xtts_v2,train,opus_48,5.5687,WAV/PCM_16,b28b42926132458fa72650caa065e6b3864b8dd90c51215b08447f3da251c9dc,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01246__opus_48.wav
aug_is_hi_xtts_v2_01247__opus_48,is_hi_xtts_v2_01247,fake,Hindi,IndicSynth,xtts_v2,train,opus_48,7.286,WAV/PCM_16,72658c083c880070e46e2ddbf4eece25a27747d3e2a7d26a73989b3b60655523,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01247__opus_48.wav
aug_is_hi_xtts_v2_01248__mp3_64,is_hi_xtts_v2_01248,fake,Hindi,IndicSynth,xtts_v2,train,mp3_64,6.4434,WAV/PCM_16,ffc660636c33aa10a175b27f1fc607f0ebf5845c70d771e249c424534d6b1ead,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01248__mp3_64.wav
aug_is_hi_xtts_v2_01249__mp3_32,is_hi_xtts_v2_01249,fake,Hindi,IndicSynth,xtts_v2,train,mp3_32,5.5687,WAV/PCM_16,a1d9c43aba76d33a7de46e74b9a8d0aca365f8b4200f74bd7f1c38a7a2a57438,7c7a1793b7fb8550,data/augmented/v1/aug_is_hi_xtts_v2_01249__mp3_32.wav
aug_is_hi_xtts_v2_01300__opus_24,is_hi_xtts_v2_01300,fake,Hindi,IndicSynth,xtts_v2,train,opus_24,5.846,WAV/PCM_16,67a632ddc65da8d9f7225dbf93285a4f8a2dc46d8d89188dabee9cf717de45cc,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01300__opus_24.wav
aug_is_hi_xtts_v2_01301__multi_codec,is_hi_xtts_v2_01301,fake,Hindi,IndicSynth,xtts_v2,train,multi_codec,7.0087,WAV/PCM_16,ace344837feced28b08806f778aeeea78aec00e730ba578a09724b5d0baa55fa,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01301__multi_codec.wav
aug_is_hi_xtts_v2_01302__telephone,is_hi_xtts_v2_01302,fake,Hindi,IndicSynth,xtts_v2,train,telephone,6.678,WAV/PCM_16,68ca4d6712db8b263a2a681c22469265d542923933f488e047ab8eb1aaffdd02,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01302__telephone.wav
aug_is_hi_xtts_v2_01303__lowpass,is_hi_xtts_v2_01303,fake,Hindi,IndicSynth,xtts_v2,train,lowpass,6.1234,WAV/PCM_16,7b2bda8ee0a3fecf9baa863a224336502f3c9442a2863415cf971279bb103e18,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01303__lowpass.wav
aug_is_hi_xtts_v2_01304__multi_codec,is_hi_xtts_v2_01304,fake,Hindi,IndicSynth,xtts_v2,train,multi_codec,6.2194,WAV/PCM_16,0ef4b45fd2cd917fd6dfcb3b8ee9adbdf38c37040b185f1da948790d3c04bad3,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01304__multi_codec.wav
aug_is_hi_xtts_v2_01305__opus_48,is_hi_xtts_v2_01305,fake,Hindi,IndicSynth,xtts_v2,train,opus_48,5.75,WAV/PCM_16,a6e9a6d963c95a771c8d3e08e3e0e16e98970a9a5af60e8a528b175119ae764d,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01305__opus_48.wav
aug_is_hi_xtts_v2_01306__opus_48,is_hi_xtts_v2_01306,fake,Hindi,IndicSynth,xtts_v2,train,opus_48,6.87,WAV/PCM_16,2d55fb1ac491e63d691c6d0aa00dec9e8acac495e0e12b98e2f5912149240fb2,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01306__opus_48.wav
aug_is_hi_xtts_v2_01307__mp3_128,is_hi_xtts_v2_01307,fake,Hindi,IndicSynth,xtts_v2,train,mp3_128,7.8407,WAV/PCM_16,4894ce9ef808e09e06a1884c06457ca3b413df1e783b7242501257686fef314c,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01307__mp3_128.wav
aug_is_hi_xtts_v2_01308__mp3_64,is_hi_xtts_v2_01308,fake,Hindi,IndicSynth,xtts_v2,train,mp3_64,6.262,WAV/PCM_16,411d2a937700cfea1f0774d57a6aa9b4bc89d32af33de2958aa0cab6548fd846,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01308__mp3_64.wav
aug_is_hi_xtts_v2_01309__opus_48,is_hi_xtts_v2_01309,fake,Hindi,IndicSynth,xtts_v2,train,opus_48,6.4007,WAV/PCM_16,912b97bc62eed723dbfb6156190e3e0f07cd81deac2bf8fc7603f10693ff9ade,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01309__opus_48.wav
aug_is_hi_xtts_v2_01310__opus_48,is_hi_xtts_v2_01310,fake,Hindi,IndicSynth,xtts_v2,train,opus_48,5.0567,WAV/PCM_16,f3a1d1644536eb82703116630e7337c4ba3b3249662c88a0aa2959f155150732,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01310__opus_48.wav
aug_is_hi_xtts_v2_01311__gain,is_hi_xtts_v2_01311,fake,Hindi,IndicSynth,xtts_v2,train,gain,8.214,WAV/PCM_16,4b101d54f761763e2d3177bff8c790fd466dc7a798976a6878788ff110d34d35,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01311__gain.wav
aug_is_hi_xtts_v2_01312__opus_48,is_hi_xtts_v2_01312,fake,Hindi,IndicSynth,xtts_v2,train,opus_48,6.5394,WAV/PCM_16,03c4f9b6307c1d2cf6cff979fc65915bf910a0350038d4ec2d7849591d4ef5dd,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01312__opus_48.wav
aug_is_hi_xtts_v2_01313__telephone,is_hi_xtts_v2_01313,fake,Hindi,IndicSynth,xtts_v2,train,telephone,6.0808,WAV/PCM_16,a190530963833f2cd0ed0e2418daea7d1c7b749decd2937f33ce70b1580b7527,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01313__telephone.wav
aug_is_hi_xtts_v2_01314__telephone,is_hi_xtts_v2_01314,fake,Hindi,IndicSynth,xtts_v2,train,telephone,7.7447,WAV/PCM_16,6ab6277489580e4680adb5914f23a6c62d7dd7194580fe890ae197fd3fe13c83,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01314__telephone.wav
aug_is_hi_xtts_v2_01315__opus_12,is_hi_xtts_v2_01315,fake,Hindi,IndicSynth,xtts_v2,train,opus_12,9.1847,WAV/PCM_16,cb0651b9fb76858719dfd71f0e9b83ca6c3dc602997b47398a6403a4b8f2d557,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01315__opus_12.wav
aug_is_hi_xtts_v2_01316__mp3_128,is_hi_xtts_v2_01316,fake,Hindi,IndicSynth,xtts_v2,train,mp3_128,7.4674,WAV/PCM_16,2d03c91624cf6b5abb66061f55f452dcb946fe3c82209a1a528532f2650a889d,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01316__mp3_128.wav
aug_is_hi_xtts_v2_01317__gain,is_hi_xtts_v2_01317,fake,Hindi,IndicSynth,xtts_v2,train,gain,5.8887,WAV/PCM_16,a50ea8a5f0ce43453ab47ab6087f770946b8d66d99da713d0d715b3996732174,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01317__gain.wav
aug_is_hi_xtts_v2_01318__opus_48,is_hi_xtts_v2_01318,fake,Hindi,IndicSynth,xtts_v2,train,opus_48,7.19,WAV/PCM_16,55090cb8a5f36cbd957d75d4c65c5fbf249b361ddfdc4c95415924968e03cf1b,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01318__opus_48.wav
aug_is_hi_xtts_v2_01319__opus_24,is_hi_xtts_v2_01319,fake,Hindi,IndicSynth,xtts_v2,train,opus_24,7.7447,WAV/PCM_16,f2302291a482dca84ef41e9ebe11eb967839341ddc1a1ef6784713dfc44df12f,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01319__opus_24.wav
aug_is_hi_xtts_v2_01320__opus_12,is_hi_xtts_v2_01320,fake,Hindi,IndicSynth,xtts_v2,train,opus_12,5.5687,WAV/PCM_16,d53bd494fc097ca12118c7e3c91048094366a7528343e2dda3f2de54a5297d67,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01320__opus_12.wav
aug_is_hi_xtts_v2_01321__mp3_64,is_hi_xtts_v2_01321,fake,Hindi,IndicSynth,xtts_v2,train,mp3_64,6.4007,WAV/PCM_16,0fb5a7fb67d51f71a20343ffa55cedb01b1acb905699b5ef959655e2b022b493,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01321__mp3_64.wav
aug_is_hi_xtts_v2_01322__lowpass,is_hi_xtts_v2_01322,fake,Hindi,IndicSynth,xtts_v2,train,lowpass,5.942,WAV/PCM_16,fe506d07e5506c3ccdcc63188922f4d712f3ab5570404954ffef285a7df48b68,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01322__lowpass.wav
aug_is_hi_xtts_v2_01323__telephone,is_hi_xtts_v2_01323,fake,Hindi,IndicSynth,xtts_v2,train,telephone,7.3288,WAV/PCM_16,870a0afb84eb38bfb32c5bdb0bb0ddcd73297f272c9656a4ceddd339e9c1b1c7,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01323__telephone.wav
aug_is_hi_xtts_v2_01324__mp3_128,is_hi_xtts_v2_01324,fake,Hindi,IndicSynth,xtts_v2,train,mp3_128,6.6354,WAV/PCM_16,ee1749825e013b8df32b3f08ca30ea44b8e014439fa9da10c8e0d3a0af930d6f,45b569bd3e77780a,data/augmented/v1/aug_is_hi_xtts_v2_01324__mp3_128.wav
aug_is_hi_xtts_v2_01375__mild_clipping,is_hi_xtts_v2_01375,fake,Hindi,IndicSynth,xtts_v2,train,mild_clipping,6.0274,WAV/PCM_16,d7415b511ded1cb3c984b3f0883baf6120680438dd70e4c3a2ad928aff639c73,b3cb89a286775ed8,data/augmented/v1/aug_is_hi_xtts_v2_01375__mild_clipping.wav
aug_is_hi_xtts_v2_01376__lowpass,is_hi_xtts_v2_01376,fake,Hindi,IndicSynth,xtts_v2,train,lowpass,7.094,WAV/PCM_16,0575105329aabe55a1d6b13f212ed00a95b8e29d59ebcabf1ce7ea56e19bcef1,b3cb89a286775ed8,data/augmented/v1/aug_is_hi_xtts_v2_01376__lowpass.wav
aug_is_hi_xtts_v2_01377__mp3_32,is_hi_xtts_v2_01377,fake,Hindi,IndicSynth,xtts_v2,train,mp3_32,5.6114,WAV/PCM_16,216e27d26b45c7c4c00eae68bc46963f952208be54c09af5f260cd2f560612e8,b3cb89a286775ed8,data/augmented/v1/aug_is_hi_xtts_v2_01377__mp3_32.wav
aug_is_hi_xtts_v2_01378__gain,is_hi_xtts_v2_01378,fake,Hindi,IndicSynth,xtts_v2,train,gain,4.6834,WAV/PCM_16,2772f7d6f10dc5020e43ca956f4b2c703fba0be3ee0d028c6f3b7bf214e97161,b3cb89a286775ed8,data/augmented/v1/aug_is_hi_xtts_v2_01378__gain.wav
aug_is_hi_xtts_v2_01379__gain,is_hi_xtts_v2_01379,fake,Hindi,IndicSynth,xtts_v2,train,gain,5.014,WAV/PCM_16,d91ee279ce6e1c96ddcee7da6e3a902515110506bc1f483b431578b074948ad5,b3cb89a286775ed8,data/augmented/v1/aug_is_hi_xtts_v2_01379__gain.wav
aug_is_hi_xtts_v2_01380__gain,is_hi_xtts_v2_01380,fake,Hindi,IndicSynth,xtts_v2,train,gain,5.2914,WAV/PCM_16,ed256cdbd90dbcf9cf28bc02868909bc7e19fe9a7800db7d4693d279dd0498f5,b3cb89a286775ed8,data/augmented/v1/aug_is_hi_xtts_v2_01380__gain.wav
aug_is_hi_xtts_v2_01381__lowpass,is_hi_xtts_v2_01381,fake,Hindi,IndicSynth,xtts_v2,train,lowpass,9.0034,WAV/PCM_16,3afafcfcad0ed55e368ee54fb996bc11fa53ea321aa4cad333b543f5b165eb31,b3cb89a286775ed8,data/augmented/v1/aug_is_hi_xtts_v2_01381__lowpass.wav
aug_is_hi_xtts_v2_01382__opus_24,is_hi_xtts_v2_01382,fake,Hindi,IndicSynth,xtts_v2,train,opus_24,5.5154,WAV/PCM_16,413c8f9a73560481e04da9abb79be5454a70f96457a43a7c68ad721c586fd447,b3cb89a286775ed8,data/augmented/v1/aug_is_hi_xtts_v2_01382__opus_24.wav
aug_is_hi_xtts_v2_01383__mp3_64,is_hi_xtts_v2_01383,fake,Hindi,IndicSynth,xtts_v2,train,mp3_64,4.5029,WAV/PCM_16,edc70a3a4ef93d9e2f92a7599427c660023521bf9441deeff4813e2cca0ef088,b3cb89a286775ed8,data/augmented/v1/aug_is_hi_xtts_v2_01383__mp3_64.wav
aug_is_hi_xtts_v2_01384__mp3_32,is_hi_xtts_v2_01384,fake,Hindi,IndicSynth,xtts_v2,train,mp3_32,6.4007,WAV/PCM_16,e8c3090b13a081688063a0d48b111fec547e4eb4dcd75e383d877546433f8d5d,b3cb89a286775ed8,data/augmented/v1/aug_is_hi_xtts_v2_01384__mp3_32.wav
aug_is_hi_xtts_v2_01385__gain,is_hi_xtts_v2_01385,fake,Hindi,IndicSynth,xtts_v2,train,gain,5.8887,WAV/PCM_16,2738beea7c204f3137b77059a87c46d8d43a1e102c7361f52054af078196285f,b3cb89a286775ed8,data/augmented/v1/aug_is_hi_xtts_v2_01385__gain.wav
aug_is_hi_xtts_v2_01386__opus_48,is_hi_xtts_v2_01386,fake,Hindi,IndicSynth,xtts_v2,train,opus_48,5.942,WAV/PCM_16,d32a4db1a4ff0c7185d99c1bd28c008051943c8b0507877214b177ba4e5acb34,b3cb89a286775ed8,data/augmented/v1/aug_is_hi_xtts_v2_01386__opus_48.wav
aug_is_hi_xtts_v2_01387__mp3_64,is_hi_xtts_v2_01387,fake,Hindi,IndicSynth,xtts_v2,train,mp3_64,4.822,WAV/PCM_16,b7097c7b7f2ef07bc7e19e5cebb7308f1bf752555a2e26b828492f5777eea3c5,b3cb89a286775ed8,data/augmented/v1/aug_is_hi_xtts_v2_01387__mp3_64.wav
aug_is_hi_xtts_v2_01388__mp3_128,is_hi_xtts_v2_01388,fake,Hindi,IndicSynth,xtts_v2,train,mp3_128,5.8887,WAV/PCM_16,48d0fe37b5787f29535cab66ebf56d176a37111bfa6f7796018974eedc811dfc,b3cb89a286775ed8,data/augmented/v1/aug_is_hi_xtts_v2_01388__mp3_128.wav
aug_is_hi_xtts_v2_01389__mp3_32,is_hi_xtts_v2_01389,fake,Hindi,IndicSynth,xtts_v2,train,mp3_32,6.8167,WAV/PCM_16,877429282553fadeca6f2ea931ae6583ca86e801786f961eab67673fd573795b,b3cb89a286775ed8,data/augmented/v1/aug_is_hi_xtts_v2_01389__mp3_32.wav
aug_is_hi_xtts_v2_01390__lowpass,is_hi_xtts_v2_01390,fake,Hindi,IndicSynth,xtts_v2,train,lowpass,5.3767,WAV/PCM_16,e97b048f141967ec895897623c4228e0c0928902a65de43d79a21f5842df9523,b3cb89a286775ed8,data/augmented/v1/aug_is_hi_xtts_v2_01390__lowpass.wav
aug_is_hi_xtts_v2_01391__opus_24,is_hi_xtts_v2_01391,fake,Hindi,IndicSynth,xtts_v2,train,opus_24,5.6114,WAV/PCM_16,1711c16d17a1a338cf395ba016bb235847b9e72d9126695addb2bce0ce324214,b3cb89a286775ed8,data/augmented/v1/aug_is_hi_xtts_v2_01391__opus_24.wav
aug_is_hi_xtts_v2_01392__gain,is_hi_xtts_v2_01392,fake,Hindi,IndicSynth,xtts_v2,train,gain,5.7074,WAV/PCM_16,d1a99ca729544d0e7742a403f55dc01c41b3c036a319889667bbbcc888294237,b3cb89a286775ed8,data/augmented/v1/aug_is_hi_xtts_v2_01392__gain.wav
aug_is_hi_xtts_v2_01393__telephone,is_hi_xtts_v2_01393,fake,Hindi,IndicSynth,xtts_v2,train,telephone,5.2914,WAV/PCM_16,8107485f3308135d9f62e1bcb177f914df9625cc307b13fd1ea3f256ac520078,b3cb89a286775ed8,data/augmented/v1/aug_is_hi_xtts_v2_01393__telephone.wav
aug_is_hi_xtts_v2_01394__mp3_64,is_hi_xtts_v2_01394,fake,Hindi,IndicSynth,xtts_v2,train,mp3_64,7.4674,WAV/PCM_16,4a24cdcae716cf1e4dff71bbf970ef74794e79a5ebb7fe036e8b7bddee3f93eb,b3cb89a286775ed8,data/augmented/v1/aug_is_hi_xtts_v2_01394__mp3_64.wav
